id	emotion
34898_0045_A_1332	0.04636814817786217,0.06250190734863281,0.055451489984989166,0.09040810912847519,0.07963516563177109,0.1828967183828354
34898_0045_A_1335	0.046318408101797104,0.06251071393489838,0.055414579808712006,0.09041756391525269,0.07963347434997559,0.18291956186294556
34898_0045_A_1336	0.046372439712285995,0.06248786300420761,0.055381178855895996,0.09039506316184998,0.0795542299747467,0.18295153975486755
34898_0047_A_1339	0.046329084783792496,0.06248164921998978,0.055447451770305634,0.0903840884566307,0.07966988533735275,0.18292327225208282
34898_0046_A_1338	0.046330999583005905,0.06246812641620636,0.0554276779294014,0.09031405299901962,0.07956239581108093,0.18296417593955994
34898_0047_A_1342	0.04629882797598839,0.06248929351568222,0.05542963743209839,0.09033937007188797,0.07954935729503632,0.18295837938785553
34898_0047_A_1343	0.04630490019917488,0.06248600035905838,0.05542027950286865,0.09038310497999191,0.07951197773218155,0.18299995362758636
34898_0048_A_1346	0.04625757411122322,0.06248202919960022,0.05544983595609665,0.09042205661535263,0.07961094379425049,0.18295356631278992
34898_0049_A_1355	0.04631234332919121,0.06245291978120804,0.055458154529333115,0.09034376591444016,0.07956280559301376,0.18289916217327118
34898_0049_A_1358	0.046317387372255325,0.06241565942764282,0.055495988577604294,0.0902879387140274,0.07960972189903259,0.18295933306217194
34898_0049_A_1361	0.04628170654177666,0.06244838982820511,0.055506329983472824,0.09036535024642944,0.07959011942148209,0.18297535181045532
34898_0049_A_1363	0.04635774716734886,0.06243934482336044,0.055455002933740616,0.09030741453170776,0.0795789510011673,0.18299910426139832
34898_0049_A_1364	0.046365197747945786,0.062418729066848755,0.055514972656965256,0.09032054245471954,0.07960746437311172,0.18296930193901062
34898_0049_A_1371	0.04629632458090782,0.06245923787355423,0.05551367998123169,0.09035830944776535,0.07957158982753754,0.182996466755867
34898_0049_A_1376	0.04629289731383324,0.0624309703707695,0.05545900762081146,0.09038082510232925,0.07951049506664276,0.18294140696525574
34898_0052_A_1386	0.046302679926157,0.06253653764724731,0.05541360005736351,0.09035872668027878,0.07959046214818954,0.18295049667358398
34898_0049_A_1349	0.046312373131513596,0.06247083097696304,0.05550112947821617,0.090289406478405,0.07964441180229187,0.1830061823129654
34898_0049_A_1360	0.046287257224321365,0.06248442083597183,0.055453408509492874,0.09035911411046982,0.07959748804569244,0.18296563625335693
34898_0049_A_1362	0.04624829813838005,0.06248372793197632,0.0554828904569149,0.09035243093967438,0.07957655936479568,0.1830115020275116
34898_0049_A_1365	0.04638252779841423,0.0624251663684845,0.05546499788761139,0.09030981361865997,0.07960300892591476,0.18290448188781738
34898_0049_A_1374	0.046309005469083786,0.06246572732925415,0.05547761544585228,0.09032438695430756,0.07955609261989594,0.18296582996845245
34898_0049_A_1375	0.04632179066538811,0.062440693378448486,0.05555267632007599,0.0903257206082344,0.07963778078556061,0.18293894827365875
34898_0047_A_1341	0.04635528102517128,0.06249871850013733,0.05545707419514656,0.09041088074445724,0.0796310305595398,0.1828906387090683
34898_0048_A_1344	0.04632819816470146,0.06245318800210953,0.05545094609260559,0.09030529856681824,0.07957959920167923,0.182962566614151
34898_0049_A_1353	0.04630118981003761,0.06245514750480652,0.0554530955851078,0.09032055735588074,0.07956381142139435,0.18296033143997192
34898_0049_A_1359	0.046366285532712936,0.06245654076337814,0.05552799999713898,0.09028571844100952,0.07962033152580261,0.18302714824676514
34898_0049_A_1369	0.04637126252055168,0.06239411234855652,0.05549001693725586,0.09028024226427078,0.07959155738353729,0.18299515545368195
34898_0049_A_1373	0.04633142426609993,0.06248398870229721,0.055475860834121704,0.09026756137609482,0.07958222925662994,0.18294459581375122
34898_0050_A_1378	0.046289797872304916,0.06250985711812973,0.05540848523378372,0.09039470553398132,0.07960536330938339,0.18288539350032806
34898_0052_A_1380	0.04633944854140282,0.06245381385087967,0.055450085550546646,0.0903342142701149,0.07960392534732819,0.18295571208000183
34898_0052_A_1381	0.046323444694280624,0.062430061399936676,0.05549515038728714,0.09033817052841187,0.07962612807750702,0.1829984039068222
34898_0052_A_1385	0.04628222808241844,0.062484800815582275,0.055453963577747345,0.09031867235898972,0.0795949250459671,0.18298116326332092
34898_0052_A_1389	0.04630052670836449,0.06248883903026581,0.05546381697058678,0.09039109200239182,0.07962708920240402,0.182940274477005
34898_0052_A_1392	0.046267855912446976,0.06249193102121353,0.05554702877998352,0.0903308317065239,0.07962988317012787,0.18301014602184296
34898_0052_A_1396	0.04633596912026405,0.06249713897705078,0.05549369752407074,0.09033925831317902,0.07961375266313553,0.18300090730190277
34898_0052_A_1398	0.04630735144019127,0.06245971471071243,0.055450860410928726,0.09033406525850296,0.07957696169614792,0.18299199640750885
34898_0052_A_1402	0.04626362398266792,0.06246925890445709,0.05547809973359108,0.09033643454313278,0.07962502539157867,0.18302251398563385
34898_0053_A_1413	0.046268802136182785,0.06251924484968185,0.05540481582283974,0.0903710275888443,0.07961365580558777,0.18293891847133636
34898_0053_A_1412	0.046303968876600266,0.06250978261232376,0.05542919039726257,0.09038602560758591,0.07954730838537216,0.18296465277671814
34898_0053_A_1416	0.04629557952284813,0.062445297837257385,0.05547206476330757,0.09036805480718613,0.07958725839853287,0.18295416235923767
34898_0053_A_1418	0.046324726194143295,0.062480583786964417,0.05549841374158859,0.09033123403787613,0.07957761734724045,0.1829768419265747
34898_0053_A_1422	0.04633491858839989,0.06244958937168121,0.05548804998397827,0.09035749733448029,0.07959060370922089,0.18300244212150574
34898_0053_A_1420	0.04632079228758812,0.062463000416755676,0.055456481873989105,0.0902925431728363,0.07959473878145218,0.18300823867321014
34898_0053_A_1425	0.046333473175764084,0.06244157254695892,0.055485259741544724,0.09029737114906311,0.07962911576032639,0.1829637736082077
34898_0053_A_1427	0.04632806405425072,0.0624944269657135,0.05543442443013191,0.09035063534975052,0.07961796224117279,0.18302251398563385
34898_0053_A_1428	0.04632352665066719,0.0625486671924591,0.05543212592601776,0.09037470817565918,0.0795704647898674,0.18297068774700165
34898_0053_A_1429	0.046328213065862656,0.062484316527843475,0.055417828261852264,0.09032905846834183,0.07961038500070572,0.18299929797649384
34898_0053_A_1431	0.04636608436703682,0.062369756400585175,0.05551262944936752,0.09034553915262222,0.07961901277303696,0.1829543560743332
34898_0052_A_1400	0.04631168022751808,0.06242690235376358,0.05543156713247299,0.09032752364873886,0.07951700687408447,0.18300685286521912
34898_0052_A_1404	0.046305593103170395,0.06243385374546051,0.05544722080230713,0.09034007787704468,0.07956041395664215,0.18297207355499268
34898_0052_A_1407	0.046302612870931625,0.06252200901508331,0.0554661750793457,0.09037027508020401,0.07949038594961166,0.1829858273267746
34898_0052_A_1388	0.04629657790064812,0.06255841255187988,0.055399924516677856,0.09043533354997635,0.0796242207288742,0.18299411237239838
34898_0052_A_1391	0.046300407499074936,0.06241924315690994,0.055502213537693024,0.09032139927148819,0.07964415103197098,0.18298564851284027
34898_0052_A_1390	0.04627865180373192,0.06243401765823364,0.05552277714014053,0.09033072739839554,0.07965768128633499,0.1830180585384369
34898_0052_A_1395	0.04631830379366875,0.06243378669023514,0.05547884851694107,0.09036888182163239,0.07957947999238968,0.18298210203647614
34898_0052_A_1394	0.04627503082156181,0.06244393438100815,0.05549149960279465,0.09028983861207962,0.07963261008262634,0.183009073138237
34898_0052_A_1399	0.04629473760724068,0.062460534274578094,0.055445004254579544,0.09030754119157791,0.07960250973701477,0.18296368420124054
34898_0052_A_1401	0.04631928727030754,0.06245887279510498,0.05546349287033081,0.09034860134124756,0.07954395562410355,0.18300172686576843
34898_0052_A_1403	0.04633598402142525,0.062434859573841095,0.055477991700172424,0.09033595770597458,0.07962936908006668,0.1829952448606491
34898_0052_A_1408	0.046340104192495346,0.06243131309747696,0.05548262223601341,0.09032483398914337,0.07960106432437897,0.18299447000026703
34898_0052_A_1411	0.04630511626601219,0.06250379979610443,0.05547809600830078,0.09032286703586578,0.0795811340212822,0.18303704261779785
34898_0052_A_1410	0.04632497951388359,0.06244760751724243,0.05545094981789589,0.09029581397771835,0.07960184663534164,0.18298570811748505
34898_0053_A_1414	0.0463559590280056,0.062424398958683014,0.05552317202091217,0.09030681103467941,0.0796346440911293,0.1830042153596878
34898_0053_A_1415	0.04635261371731758,0.062463581562042236,0.0555364191532135,0.09030456095933914,0.07962657511234283,0.18301327526569366
34898_0053_A_1417	0.04631228372454643,0.062459029257297516,0.055453263223171234,0.09032361954450607,0.07959064841270447,0.18298612534999847
34898_0053_A_1424	0.04629337415099144,0.06246317923069,0.05545042082667351,0.09034979343414307,0.07955126464366913,0.1829768866300583
34898_0053_A_1419	0.046346213668584824,0.06249300390481949,0.05548438802361488,0.09035046398639679,0.07958422601222992,0.18298861384391785
34898_0053_A_1423	0.04633651301264763,0.062431566417217255,0.055445555597543716,0.0903598889708519,0.07963765412569046,0.18302132189273834
34898_0053_A_1426	0.04632638022303581,0.06246160715818405,0.05549396574497223,0.09030357748270035,0.07963475584983826,0.1830071061849594
34898_0053_A_1432	0.04635774716734886,0.06243482977151871,0.05550319701433182,0.0903419554233551,0.07959642261266708,0.18291312456130981
34898_0053_A_1430	0.04631414636969566,0.06243358552455902,0.05544453114271164,0.09035415947437286,0.07958883047103882,0.1828891783952713
34898_0053_A_1433	0.046316828578710556,0.062385253608226776,0.05550779029726982,0.09032086282968521,0.0796094462275505,0.18297500908374786
34898_0053_A_1435	0.04628938063979149,0.062484316527843475,0.05541984736919403,0.09031981974840164,0.07963526248931885,0.18301613628864288
34898_0053_A_1436	0.04630587622523308,0.06237954646348953,0.0554334931075573,0.09037209302186966,0.079605832695961,0.18296419084072113
34898_0053_A_1437	0.046290021389722824,0.06246335059404373,0.0554678738117218,0.09031838923692703,0.0795942023396492,0.18298746645450592
34898_0053_A_1439	0.04630131646990776,0.06250444054603577,0.05539968982338905,0.0903955027461052,0.0795653834939003,0.18295149505138397
34898_0053_A_1442	0.04631717875599861,0.06251970678567886,0.05548509210348129,0.0903773158788681,0.07957228273153305,0.1829066276550293
34898_0053_A_1434	0.046271275728940964,0.06249818950891495,0.055438172072172165,0.09034397453069687,0.07958538085222244,0.182914599776268
34898_0053_A_1438	0.04630918428301811,0.06250229477882385,0.05541868135333061,0.09038423001766205,0.07959974557161331,0.1829567700624466
34898_0053_A_1441	0.046318765729665756,0.062478676438331604,0.05545792728662491,0.09035716950893402,0.07959550619125366,0.18300314247608185
34898_0053_A_1440	0.046317290514707565,0.06250415742397308,0.05543236806988716,0.09031251072883606,0.07955673336982727,0.1829679161310196
34898_0053_A_1443	0.04628922417759895,0.06255493313074112,0.05544610321521759,0.0903986394405365,0.07957174628973007,0.18297207355499268
34898_0053_A_1446	0.046333733946084976,0.06242884695529938,0.055490314960479736,0.09032949805259705,0.0795968547463417,0.182978093624115
34898_0054_A_1447	0.046300213783979416,0.06251721829175949,0.055479031056165695,0.09035898745059967,0.07964380085468292,0.18293188512325287
34898_0054_A_1452	0.046315018087625504,0.06245773285627365,0.05548683553934097,0.09029021859169006,0.07961742579936981,0.18295827507972717
34898_0054_A_1450	0.046314533799886703,0.0625113695859909,0.05540322884917259,0.09034156799316406,0.07962628453969955,0.18298295140266418
34898_0054_A_1451	0.04631363973021507,0.06247781962156296,0.055428486317396164,0.09035105258226395,0.0795373022556305,0.18299554288387299
34898_0054_A_1456	0.04634258523583412,0.06243756413459778,0.05541378632187843,0.09027404338121414,0.0796075314283371,0.1829722672700882
34898_0054_A_1457	0.04632378742098808,0.06240049749612808,0.0554451160132885,0.09030234068632126,0.07961834222078323,0.1829758733510971
34898_0054_A_1458	0.04630906507372856,0.06248585879802704,0.05550171807408333,0.09034521877765656,0.0795603021979332,0.18301622569561005
34898_0054_A_1460	0.046314213424921036,0.062495000660419464,0.05545438826084137,0.09037013351917267,0.07957252860069275,0.1830092817544937
34898_0054_A_1461	0.04628751799464226,0.06250771880149841,0.05539880692958832,0.09038425981998444,0.07961618900299072,0.18295353651046753
34898_0054_A_1465	0.046297263354063034,0.06243995577096939,0.05545475333929062,0.0903150662779808,0.07958173006772995,0.18296931684017181
34898_0054_A_1463	0.046365123242139816,0.06250131875276566,0.05544833466410637,0.09038794785737991,0.07961709052324295,0.18294879794120789
34898_0054_A_1466	0.04630192741751671,0.062449485063552856,0.05547621473670006,0.0903136134147644,0.07955781370401382,0.18300046026706696
34898_0054_A_1468	0.04629875347018242,0.06246525049209595,0.05547972023487091,0.09032151848077774,0.07957661896944046,0.18300588428974152
34898_0054_A_1470	0.046367812901735306,0.06245642155408859,0.05550875514745712,0.09033317118883133,0.07963720709085464,0.18295253813266754
34898_0054_A_1473	0.04631028696894646,0.06243647634983063,0.05545239895582199,0.09030084311962128,0.07958193123340607,0.18294377624988556
34898_0054_A_1475	0.046295326203107834,0.06241662800312042,0.05548826605081558,0.09028174728155136,0.07960489392280579,0.18300482630729675
34898_0054_A_1480	0.04634065553545952,0.06247446686029434,0.055451955646276474,0.09030908346176147,0.07956124097108841,0.18295462429523468
34898_0054_A_1479	0.046312060207128525,0.062404997646808624,0.05546548590064049,0.09032028168439865,0.07959609478712082,0.1829504370689392
34898_0054_A_1485	0.04636764153838158,0.06245128810405731,0.05550915375351906,0.0903174951672554,0.07959233969449997,0.18294677138328552
34898_0054_A_1488	0.046321358531713486,0.06243671476840973,0.055437181144952774,0.09031150490045547,0.07961096614599228,0.18294580280780792
34898_0053_A_1444	0.046352263540029526,0.06244172155857086,0.05552676320075989,0.09030237793922424,0.079623743891716,0.18303009867668152
34898_0053_A_1445	0.04632788524031639,0.06245863437652588,0.05548466369509697,0.09031087905168533,0.07963758707046509,0.18303008377552032
34898_0054_A_1449	0.04630355164408684,0.0625065416097641,0.05547208711504936,0.09035593271255493,0.07968199253082275,0.1829255372285843
34898_0054_A_1448	0.04632258042693138,0.0625414326786995,0.05549028515815735,0.09036587178707123,0.07964790612459183,0.18291820585727692
34898_0054_A_1453	0.046329718083143234,0.062471210956573486,0.05547880008816719,0.0903465747833252,0.07959005981683731,0.18287019431591034
34898_0054_A_1455	0.04630976542830467,0.06245753914117813,0.055412113666534424,0.09031378477811813,0.07958488911390305,0.18296851217746735
34898_0054_A_1459	0.04631822183728218,0.06245756894350052,0.055471021682024,0.09031526744365692,0.07957591116428375,0.18300087749958038
34898_0054_A_1462	0.04633102938532829,0.062478192150592804,0.05544736236333847,0.09038237482309341,0.07962086796760559,0.18289195001125336
34898_0054_A_1467	0.046307872980833054,0.06242147833108902,0.05544983223080635,0.09030929952859879,0.07956715673208237,0.18298836052417755
34898_0054_A_1469	0.046324875205755234,0.06246102601289749,0.055448539555072784,0.09027562290430069,0.0795665830373764,0.18299491703510284
34898_0054_A_1464	0.046268802136182785,0.06243913620710373,0.05549117177724838,0.09029416739940643,0.07960876077413559,0.1829606145620346
34898_0054_A_1472	0.04627479240298271,0.06245390325784683,0.05547861382365227,0.0903104841709137,0.07957223802804947,0.1829303801059723
34898_0054_A_1471	0.04635598883032799,0.06238272041082382,0.05547996237874031,0.09026489406824112,0.07960732281208038,0.1829921454191208
34898_0054_A_1474	0.04627745971083641,0.062484897673130035,0.05540710687637329,0.09029985219240189,0.07957995682954788,0.18301233649253845
34898_0054_A_1476	0.04631742462515831,0.06243254244327545,0.055469293147325516,0.09033724665641785,0.07961460202932358,0.18296104669570923
34898_0054_A_1477	0.04630953446030617,0.0624384880065918,0.05548776686191559,0.09030639380216599,0.07961668819189072,0.18301792442798615
34898_0054_A_1478	0.046261247247457504,0.0624990314245224,0.05544388294219971,0.09035146236419678,0.07956258952617645,0.18298204243183136
34898_0054_A_1481	0.046274419873952866,0.06247001886367798,0.05539340153336525,0.09038341790437698,0.07955659925937653,0.18301095068454742
34898_0054_A_1484	0.04636435583233833,0.06244096904993057,0.05549170821905136,0.09027300775051117,0.07959944754838943,0.18292516469955444
34898_0054_A_1483	0.04631442949175835,0.06247927248477936,0.05545993149280548,0.09029152244329453,0.07960287481546402,0.18299569189548492
34898_0054_A_1486	0.046409834176301956,0.062443457543849945,0.0555056594312191,0.09024548530578613,0.07963000237941742,0.18301916122436523
34898_0054_A_1493	0.046354781836271286,0.06252356618642807,0.05546298250555992,0.09038426727056503,0.07961994409561157,0.1829504519701004
34898_0054_A_1497	0.046297814697027206,0.06247130036354065,0.05539347976446152,0.09032496064901352,0.07959695905447006,0.18298177421092987
34898_0054_A_1499	0.04632536694407463,0.06244917958974838,0.055453650653362274,0.09033234417438507,0.0795709639787674,0.1830100566148758
34898_0054_A_1501	0.04629191383719444,0.06242820620536804,0.05550157651305199,0.09026464074850082,0.07962995767593384,0.1830090582370758
34898_0054_A_1503	0.04628370329737663,0.06253635883331299,0.05548562481999397,0.0903857871890068,0.07963953912258148,0.18289293348789215
34898_0054_A_1505	0.04630027338862419,0.062479838728904724,0.0554630383849144,0.09035926312208176,0.07956793904304504,0.18290995061397552
34898_0054_A_1506	0.046337585896253586,0.06250683963298798,0.05547338351607323,0.0903070867061615,0.07958084344863892,0.18301482498645782
34898_0054_A_1508	0.046292077749967575,0.062480829656124115,0.055452167987823486,0.0903174951672554,0.079604871571064,0.1829715371131897
34898_0054_A_1510	0.046280574053525925,0.06252629309892654,0.055379193276166916,0.09043129533529282,0.0796380564570427,0.1829250305891037
34898_0054_A_1514	0.046351056545972824,0.06242935359477997,0.05548383668065071,0.09028861671686172,0.07963193953037262,0.18294207751750946
34898_0054_A_1515	0.04636126384139061,0.06247727572917938,0.05549554526805878,0.09034616500139236,0.07959342002868652,0.18296311795711517
34898_0054_A_1518	0.04633546993136406,0.06236840784549713,0.05547195300459862,0.09033207595348358,0.07958492636680603,0.18294519186019897
34898_0054_A_1521	0.046326544135808945,0.06254032254219055,0.05545686557888985,0.09043707698583603,0.07961568236351013,0.1829107254743576
34898_0054_A_1526	0.046228524297475815,0.06247905641794205,0.05542194843292236,0.09041941910982132,0.07956795394420624,0.18295292556285858
34898_0055_A_1530	0.046315569430589676,0.06247001141309738,0.05546567216515541,0.09033318608999252,0.07961585372686386,0.18300020694732666
34898_0054_A_1502	0.0463385172188282,0.062483541667461395,0.055460453033447266,0.0902918204665184,0.07957422733306885,0.18295300006866455
34898_0054_A_1504	0.04632583633065224,0.06248889118432999,0.05547619238495827,0.09041028469800949,0.07965872436761856,0.18297529220581055
34898_0055_A_1528	0.0463610403239727,0.06237214058637619,0.05551335588097572,0.09024680405855179,0.07956622540950775,0.18296588957309723
34898_0055_A_1531	0.04631869122385979,0.06248566508293152,0.05538693442940712,0.09035240113735199,0.07960733026266098,0.18299154937267303
34898_0054_A_1489	0.04636002704501152,0.06245175749063492,0.05547164008021355,0.09031682461500168,0.07961346209049225,0.18297676742076874
34898_0054_A_1491	0.04634260758757591,0.06243085116147995,0.05548778548836708,0.09033527225255966,0.07961225509643555,0.18294477462768555
34898_0054_A_1494	0.04633310064673424,0.06250455230474472,0.05540105700492859,0.09039763361215591,0.0796663835644722,0.18287616968154907
34898_0054_A_1490	0.04628400877118111,0.06244896352291107,0.05543743446469307,0.09029858559370041,0.0796465128660202,0.18305054306983948
34898_0054_A_1492	0.046369533985853195,0.06253974884748459,0.055439990013837814,0.09037958830595016,0.07965822517871857,0.18293537199497223
34898_0054_A_1495	0.04633664712309837,0.06244955211877823,0.05549047887325287,0.09034615010023117,0.07958390563726425,0.18301573395729065
34898_0054_A_1498	0.04629538580775261,0.0624605268239975,0.05548956245183945,0.09034799784421921,0.07959182560443878,0.18298622965812683
34898_0054_A_1500	0.04632299765944481,0.06241808831691742,0.05545990914106369,0.09034916013479233,0.07962103188037872,0.18302880227565765
34898_0054_A_1507	0.046327825635671616,0.062435708940029144,0.05548712611198425,0.09029833227396011,0.0795895978808403,0.18300165235996246
34898_0054_A_1509	0.046296920627355576,0.06248357146978378,0.0554639995098114,0.09032214432954788,0.07959426194429398,0.18299975991249084
34898_0054_A_1513	0.04631402716040611,0.0624561533331871,0.05544968321919441,0.09031203389167786,0.07958608120679855,0.1830511838197708
34898_0054_A_1516	0.04629417136311531,0.06243225932121277,0.05546341836452484,0.090328648686409,0.07961580157279968,0.18300889432430267
34898_0054_A_1522	0.04624709114432335,0.0624675452709198,0.055430471897125244,0.09032978117465973,0.07956552505493164,0.1830085963010788
34898_0054_A_1527	0.04638292267918587,0.06242068111896515,0.055542320013046265,0.09029391407966614,0.07961259037256241,0.18298590183258057
34898_0055_A_1534	0.04633265361189842,0.06251182407140732,0.0554276779294014,0.09040410071611404,0.07959640026092529,0.18293899297714233
34898_0057_A_1537	0.04634050652384758,0.06254447996616364,0.05542931333184242,0.09038597345352173,0.0796128511428833,0.18295983970165253
34898_0057_A_1539	0.04631480202078819,0.06255073845386505,0.05543646216392517,0.09037982672452927,0.0795961320400238,0.1830410361289978
34898_0057_A_1541	0.046311672776937485,0.06240104138851166,0.055491264909505844,0.0902775451540947,0.0796445980668068,0.18300330638885498
34898_0057_A_1546	0.04630931839346886,0.062409356236457825,0.055469438433647156,0.09027248620986938,0.07958776503801346,0.1830040067434311
34898_0057_A_1550	0.04623931273818016,0.062396056950092316,0.05545222386717796,0.09035427123308182,0.07956619560718536,0.1829584240913391
34898_0057_A_1552	0.04628964886069298,0.062474772334098816,0.055420711636543274,0.09028829634189606,0.07956818491220474,0.1829773634672165
34898_0057_A_1556	0.046255599707365036,0.06250988692045212,0.05545585975050926,0.090389184653759,0.07955785095691681,0.18288248777389526
34898_0057_A_1558	0.046304356306791306,0.062491610646247864,0.055421311408281326,0.09040706604719162,0.07953615486621857,0.18297775089740753
34898_0057_A_1559	0.046310555189847946,0.06245771795511246,0.055433329194784164,0.0902860090136528,0.07960596680641174,0.18296627700328827
34898_0057_A_1560	0.04637771472334862,0.06242426484823227,0.05544763058423996,0.09027796238660812,0.07960709929466248,0.18296650052070618
34898_0057_A_1563	0.04628616198897362,0.0624217689037323,0.055515311658382416,0.0903400108218193,0.07965262234210968,0.18298271298408508
34898_0057_A_1565	0.046359386295080185,0.062392301857471466,0.05549042671918869,0.09032206982374191,0.07960376143455505,0.18299587070941925
34898_0057_A_1568	0.04634743556380272,0.06243785470724106,0.05547846108675003,0.09028322249650955,0.0796121209859848,0.1829167902469635
34898_0057_A_1572	0.0463579036295414,0.06246286630630493,0.055511076003313065,0.09031599760055542,0.07957873493432999,0.1829848438501358
34898_0057_A_1576	0.04640824720263481,0.06241976469755173,0.05548536404967308,0.0903255045413971,0.07958770543336868,0.18300814926624298
34898_0057_A_1580	0.04633646830916405,0.06253714859485626,0.05543434992432594,0.09040497988462448,0.07959043979644775,0.18292415142059326
34898_0057_A_1579	0.046317484229803085,0.06252733618021011,0.055488694459199905,0.09041713178157806,0.07960279285907745,0.1829218566417694
34898_0057_A_1536	0.0462813638150692,0.06252551823854446,0.05545053258538246,0.09042312949895859,0.07955989986658096,0.18292780220508575
34898_0057_A_1540	0.04634050652384758,0.062448158860206604,0.05546922609210014,0.0902845486998558,0.07957080006599426,0.18295544385910034
34898_0057_A_1544	0.046364616602659225,0.062466852366924286,0.055417753756046295,0.09034644812345505,0.07959667593240738,0.18293900787830353
34898_0057_A_1553	0.04628775641322136,0.06253442168235779,0.055475544184446335,0.0903562605381012,0.07957298308610916,0.18297414481639862
34898_0057_A_1564	0.04634499177336693,0.06242401897907257,0.05545567721128464,0.09030257165431976,0.07960464805364609,0.18295033276081085
34898_0057_A_1570	0.04632818326354027,0.062400706112384796,0.055447641760110855,0.09031766653060913,0.0796012356877327,0.18290580809116364
34898_0057_A_1574	0.0463256873190403,0.06244455277919769,0.05548558756709099,0.0902981236577034,0.07958406955003738,0.18294845521450043
34898_0057_A_1581	0.046308744698762894,0.06241019815206528,0.05549079179763794,0.0902935266494751,0.07957687973976135,0.18295079469680786
34898_0056_A_1535	0.04630031809210777,0.0624433308839798,0.05546965450048447,0.09036614745855331,0.07956147193908691,0.18296846747398376
34898_0057_A_1538	0.046269889920949936,0.06251665204763412,0.05547089874744415,0.09040564298629761,0.07956980168819427,0.18298618495464325
34898_0057_A_1542	0.046297308057546616,0.06248875707387924,0.05541291460394859,0.09033327549695969,0.07954363524913788,0.1829923689365387
34898_0057_A_1543	0.046306874603033066,0.062467366456985474,0.05545497313141823,0.09033507108688354,0.07963474839925766,0.18297912180423737
34898_0057_A_1547	0.04636251553893089,0.062418133020401,0.055487193167209625,0.09032053500413895,0.0796092078089714,0.1829216629266739
34898_0057_A_1548	0.04635941609740257,0.06242581456899643,0.05550272762775421,0.09028606116771698,0.07961110025644302,0.1829463392496109
34898_0057_A_1549	0.04625461623072624,0.06249355524778366,0.055413004010915756,0.09036125242710114,0.07957708835601807,0.18295374512672424
34898_0057_A_1551	0.04625682160258293,0.062446191906929016,0.05545739084482193,0.09035323560237885,0.07958342880010605,0.18297900259494781
34898_0057_A_1554	0.046263549476861954,0.06248142570257187,0.05541440099477768,0.0903753712773323,0.07959821820259094,0.18302670121192932
34898_0057_A_1557	0.046283211559057236,0.06245725601911545,0.055449340492486954,0.09033484756946564,0.07958745956420898,0.18299321830272675
34898_0057_A_1555	0.0462791882455349,0.062479257583618164,0.05545152723789215,0.09038426727056503,0.07960087805986404,0.18303105235099792
34898_0057_A_1562	0.04631843790411949,0.062415897846221924,0.05552404746413231,0.09032563120126724,0.07959141582250595,0.18303647637367249
34898_0057_A_1561	0.04634080454707146,0.06241130828857422,0.05550170689821243,0.09032803028821945,0.07964951545000076,0.18301790952682495
34898_0057_A_1566	0.046369414776563644,0.06240741163492203,0.05545591935515404,0.09031213074922562,0.0796428769826889,0.18299171328544617
34898_0057_A_1569	0.04632856324315071,0.062450699508190155,0.05545629560947418,0.0903332382440567,0.07958298921585083,0.18294169008731842
34898_0057_A_1575	0.0463048480451107,0.06243721395730972,0.05548151955008507,0.09031801670789719,0.0795464888215065,0.1829850971698761
34898_0057_A_1571	0.04632839933037758,0.062413960695266724,0.05547104775905609,0.09034214168787003,0.0795925036072731,0.182966411113739
34898_0057_A_1573	0.046365972608327866,0.062466830015182495,0.055476803332567215,0.0902845486998558,0.07958310842514038,0.1829994171857834
34898_0057_A_1578	0.04632651433348656,0.06245376169681549,0.05553481727838516,0.09032543003559113,0.07960803061723709,0.18297526240348816
34898_0057_A_1582	0.04633209481835365,0.06252436339855194,0.05539252609014511,0.09037800878286362,0.07963739335536957,0.1829342395067215
34898_0057_A_1585	0.046295639127492905,0.06251473724842072,0.05550064519047737,0.09035330265760422,0.07973287254571915,0.1828700751066208
34898_0057_A_1589	0.046339135617017746,0.06242894381284714,0.0554753839969635,0.09030591696500778,0.0796213299036026,0.1829853355884552
34898_0057_A_1590	0.04628380015492439,0.062432944774627686,0.05547044426202774,0.09034689515829086,0.07961347699165344,0.18301860988140106
34898_0058_A_1593	0.046264778822660446,0.0625169649720192,0.055502310395240784,0.09042033553123474,0.07956764847040176,0.1829482614994049
34898_0058_A_1594	0.04635574296116829,0.06253162026405334,0.05551271513104439,0.09040631353855133,0.07965202629566193,0.1829129159450531
34898_0059_A_1596	0.046338584274053574,0.06245971471071243,0.055431440472602844,0.09031166881322861,0.07956904172897339,0.18299947679042816
34898_0060_A_1597	0.04626750573515892,0.06246880441904068,0.05545094609260559,0.09034015238285065,0.0795678049325943,0.18300488591194153
34898_0061_A_1600	0.04637652263045311,0.062424272298812866,0.05547504127025604,0.09030371159315109,0.07956035435199738,0.18294350802898407
34898_0061_A_1602	0.04631805047392845,0.06245734542608261,0.05551362782716751,0.09028422832489014,0.07961203157901764,0.18295742571353912
34898_0061_A_1605	0.046285275369882584,0.06248438358306885,0.05546695366501808,0.09040259569883347,0.07963187992572784,0.18292419612407684
34898_0061_A_1606	0.04628835245966911,0.06247671693563461,0.05540483072400093,0.09035297483205795,0.07963211089372635,0.18298277258872986
34898_0061_A_1611	0.046358879655599594,0.06247313320636749,0.05558546259999275,0.09032924473285675,0.0796089842915535,0.18297265470027924
