id	emotion
34898_0020_A_732	0.2899761497974396,0.13099664449691772,0.019601991400122643,0.07472027838230133,0.2467557042837143,0.5761745572090149
34898_0020_A_731	0.28444159030914307,0.13561856746673584,0.0067261215299367905,0.09053272008895874,0.2549383044242859,0.5965924263000488
34898_0021_A_734	0.32422858476638794,0.025464344769716263,-0.06661172956228256,0.07797202467918396,0.1765662580728531,0.3526158928871155
34898_0021_A_737	0.29666757583618164,-0.04155280813574791,0.05187610536813736,0.12487028539180756,0.2545972168445587,0.4117433726787567
34898_0021_A_741	0.22772955894470215,0.04949045553803444,-0.06238053739070892,0.0992208868265152,0.01532838586717844,0.29022735357284546
34898_0019_A_696	0.16567745804786682,0.033873725682497025,-0.16830790042877197,0.13380061089992523,-0.09474446624517441,0.3061068654060364
34898_0019_A_700	0.1621832549571991,0.11743010580539703,0.06875550746917725,0.013190430589020252,0.00462887529283762,0.30000633001327515
34898_0021_A_738	0.17763787508010864,0.22578249871730804,0.06661121547222137,0.005412978120148182,0.10182655602693558,0.48031970858573914
34898_0019_A_697	0.0476522222161293,-0.04815393313765526,0.07861160486936569,0.09157265722751617,0.18044732511043549,0.4701043367385864
34898_0019_A_699	0.13653689622879028,0.18710362911224365,-0.05848223716020584,0.060164373368024826,-0.04133831709623337,0.14777961373329163
34898_0019_A_702	0.1034134104847908,0.01961127296090126,-0.023263396695256233,0.08914624154567719,0.19311778247356415,0.5041621327400208
34898_0019_A_705	0.1205761507153511,0.030135873705148697,-0.08496297895908356,0.03708098456263542,0.05627808719873428,0.4368940591812134
34898_0019_A_708	0.3133561313152313,0.09519632160663605,-0.031108492985367775,0.13941149413585663,0.08482403308153152,0.43180015683174133
34898_0019_A_710	0.2024000883102417,0.09361156821250916,0.04164116829633713,0.07731606066226959,0.0706721618771553,0.5347727537155151
34898_0019_A_709	-0.004240209236741066,0.020677272230386734,-0.026256637647747993,0.10213702917098999,0.013829686678946018,0.3235281705856323
34898_0019_A_715	0.14778107404708862,0.1506982296705246,-0.124254509806633,0.13363952934741974,-0.05706044286489487,0.17870229482650757
34898_0019_A_712	0.18662360310554504,0.09195685386657715,-0.23197653889656067,-0.024011094123125076,0.24399475753307343,0.5475336909294128
34898_0019_A_716	0.29206719994544983,0.11893922090530396,-0.06425441801548004,0.10466253757476807,0.10082504898309708,0.4287675619125366
34898_0019_A_717	0.25608986616134644,0.17811869084835052,-0.07213327288627625,0.12263919413089752,0.11488638073205948,0.46414148807525635
34898_0019_A_718	0.310386061668396,0.2707347571849823,0.05644155293703079,0.050408508628606796,0.18695451319217682,0.3484359383583069
34898_0020_A_721	0.17751148343086243,0.20059169828891754,0.08843708783388138,0.054292675107717514,0.2386494129896164,0.3479871153831482
34898_0020_A_727	0.12043178826570511,-0.03719697520136833,-0.00588180311024189,0.10690966248512268,0.16022343933582306,0.35039958357810974
34898_0020_A_729	0.24661442637443542,0.153960183262825,-0.036253802478313446,0.08765213191509247,0.19631941616535187,0.3652189075946808
34898_0020_A_733	0.13083574175834656,0.21260321140289307,-0.008433112874627113,0.11528518795967102,0.23821590840816498,0.39181336760520935
34898_0021_A_735	0.25007951259613037,0.10023950040340424,-0.028577560558915138,0.15325893461704254,0.18551401793956757,0.41462406516075134
34898_0021_A_736	0.23528438806533813,0.09663157165050507,0.07552988827228546,0.02252141758799553,0.24199803173542023,0.4736781120300293
34898_0021_A_739	0.20646974444389343,0.12053821980953217,0.03714263439178467,0.1577913910150528,0.24096356332302094,0.5383026599884033
34898_0021_A_742	0.28763142228126526,0.1939801573753357,-0.15079092979431152,0.05830627307295799,0.2398947924375534,0.3303113877773285
34898_0021_A_744	0.3342585563659668,0.16798296570777893,0.06660748273134232,0.06800387799739838,0.3163917362689972,0.658376932144165
34898_0021_A_748	0.1719854474067688,0.04448804631829262,0.01035635732114315,0.07608890533447266,0.24949638545513153,0.554580569267273
34898_0021_A_746	0.15707212686538696,0.10748416185379028,-0.01608811505138874,0.1973160058259964,0.011954017914831638,0.2228345274925232
34898_0021_A_749	0.10592935234308243,0.17579197883605957,0.08736345916986465,0.1280556321144104,0.2086590975522995,0.27675560116767883
34898_0021_A_754	0.1910369098186493,0.06593184173107147,0.06029122322797775,0.12025041878223419,0.2422761470079422,0.6167426109313965
34898_0021_A_752	0.09686768800020218,-0.00790071114897728,0.0020717959851026535,0.05705706402659416,0.09730256348848343,0.4603016674518585
34898_0021_A_755	0.16718244552612305,0.08399403095245361,0.061284393072128296,0.12695471942424774,0.26298844814300537,0.610146164894104
34898_0021_A_758	0.07289428263902664,0.1440998762845993,0.009440502151846886,0.24381007254123688,0.30476853251457214,0.47930771112442017
34898_0021_A_762	0.16611123085021973,0.03810248151421547,0.05817472189664841,0.15413238108158112,0.3443143963813782,0.374814510345459
34898_0021_A_763	0.12792447209358215,0.0665956437587738,0.058770887553691864,0.18061120808124542,0.3595539629459381,0.3667307496070862
34898_0023_A_766	0.30162549018859863,0.06399449706077576,0.045357927680015564,0.07110066711902618,0.20066116750240326,0.44268056750297546
34898_0023_A_767	0.29748401045799255,0.07546280324459076,0.055948734283447266,0.09106139838695526,0.19047711789608002,0.4559391438961029
34898_0024_A_777	0.12086129933595657,0.07842889428138733,0.10293020308017731,0.1327798217535019,0.22304554283618927,0.2822186350822449
34898_0024_A_781	0.3559545576572418,0.1783546507358551,0.004479659721255302,0.13714033365249634,0.44786396622657776,0.37884020805358887
34898_0024_A_782	0.3504078984260559,-0.09228190779685974,-0.007897036150097847,0.27169838547706604,0.17282526195049286,0.24177268147468567
34898_0024_A_783	0.04859233647584915,0.05067503824830055,-0.0007123891264200211,0.14798615872859955,0.09689826518297195,0.3554173409938812
34898_0024_A_784	0.025470798835158348,0.07300642132759094,-0.01707969792187214,0.1552141159772873,0.09822193533182144,0.3386976718902588
34898_0024_A_786	0.2839365601539612,0.036114681512117386,0.10363174974918365,0.12598992884159088,0.023312903940677643,0.25814658403396606
34898_0021_A_743	0.2713654339313507,0.0609472282230854,-0.04678540676832199,0.03972942754626274,0.2537056803703308,0.4716780185699463
34898_0021_A_751	0.2578767240047455,0.12445743381977081,-0.09028895199298859,0.18996776640415192,0.2689400911331177,0.46577370166778564
34898_0021_A_761	0.07436034828424454,0.13267740607261658,0.07661601155996323,0.11290070414543152,0.16450919210910797,0.2895151674747467
34898_0023_A_768	0.3149876594543457,0.252873033285141,-0.0972159132361412,0.1746429055929184,0.28404974937438965,0.5516673922538757
34898_0021_A_745	0.28483548760414124,0.17610839009284973,0.06312575191259384,0.07432821393013,0.32017937302589417,0.633962869644165
34898_0021_A_747	0.20129889249801636,0.002678636461496353,0.023683449253439903,0.03879883512854576,0.241890087723732,0.5357905626296997
34898_0021_A_753	0.1706608533859253,0.07198898494243622,-0.09000284969806671,0.11374564468860626,0.23823972046375275,0.5524724721908569
34898_0021_A_756	0.023074304684996605,0.03394487872719765,0.0750029906630516,0.01597849652171135,0.1419481486082077,0.4054930508136749
34898_0021_A_759	0.15173876285552979,0.14143553376197815,0.014972900971770287,0.15325047075748444,0.22432513535022736,0.567950963973999
34898_0021_A_757	0.09013453871011734,0.1422671675682068,0.03921297937631607,0.24134446680545807,0.28816458582878113,0.45926633477211
34898_0021_A_760	0.1951950192451477,0.09592989087104797,0.02131674997508526,0.160480335354805,0.2228095680475235,0.5642054677009583
34898_0024_A_770	0.13460010290145874,0.18887187540531158,0.013849599286913872,-0.20225833356380463,0.15587283670902252,0.3955844044685364
34898_0023_A_769	0.1545690894126892,0.08885282278060913,-0.012111792340874672,0.036320965737104416,0.1729721575975418,0.4457341730594635
34898_0022_A_765	0.2533551752567291,0.2163168489933014,0.0817493423819542,-0.054895419627428055,0.1413125842809677,0.3731028735637665
34898_0024_A_775	0.10467392951250076,-0.03248658403754234,-0.07418940961360931,0.04790719971060753,0.2568047046661377,0.26908305287361145
34898_0024_A_779	0.12305060774087906,0.08275365829467773,-0.00013818033039569855,0.1553019881248474,0.08297029882669449,0.06291463971138
34898_0024_A_778	0.1415930986404419,0.05998668447136879,0.13391754031181335,0.09469759464263916,0.20812134444713593,0.25942569971084595
34898_0024_A_780	0.11633408814668655,0.05462894216179848,0.04286837577819824,0.149130716919899,0.08695904165506363,0.040998756885528564
34898_0024_A_787	0.09239820390939713,0.2823110520839691,0.08060119301080704,-0.002921062521636486,0.1669602245092392,0.41486331820487976
34898_0024_A_785	-0.11286970227956772,0.11542397737503052,0.17415550351142883,0.02789599820971489,0.07930345088243484,0.12632378935813904
34898_0024_A_788	-0.00526469387114048,0.10907387733459473,-0.09800256788730621,0.14171816408634186,-0.04804777354001999,0.12986576557159424
34898_0024_A_794	0.17971903085708618,0.00840311124920845,-0.050832927227020264,0.20267193019390106,0.10058785229921341,0.2721542716026306
34898_0024_A_790	0.15760672092437744,0.050899896770715714,-0.0944003164768219,0.3648822009563446,0.13572214543819427,0.36413809657096863
34898_0024_A_793	0.06884927302598953,0.10025902092456818,-0.027393633499741554,0.11235466599464417,0.18508805334568024,0.5379068851470947
34898_0024_A_799	0.1745952069759369,0.03467031195759773,-0.1873713731765747,0.08359731733798981,0.17202068865299225,0.2717965841293335
34898_0024_A_798	0.191364586353302,-0.009070094674825668,-0.03014525957405567,0.1382247656583786,0.013122507371008396,0.41450074315071106
34898_0025_A_808	0.2653796076774597,-0.008114319294691086,-0.039752550423145294,0.2188553363084793,0.08988503366708755,0.43561387062072754
34898_0025_A_806	0.2857655882835388,0.10191579163074493,0.02820204757153988,0.14786981046199799,-0.014711669646203518,0.37899771332740784
34898_0024_A_803	0.02844286523759365,-0.031235720962285995,-0.0058665890246629715,0.028012510389089584,0.20556946098804474,0.3182983100414276
34898_0025_A_804	0.14074426889419556,-0.09393310546875,-0.019389385357499123,0.07651738822460175,0.12338871508836746,0.27449867129325867
34898_0026_A_813	0.048677898943424225,-0.05010690912604332,0.09708800166845322,0.14805449545383453,0.14960311353206635,0.13510560989379883
34898_0026_A_819	0.15757536888122559,0.11477629840373993,-0.03329388052225113,-0.07782061398029327,0.07976735383272171,0.3475712835788727
34898_0026_A_817	0.1631491780281067,0.09952715039253235,-0.026635656133294106,-0.06888602674007416,0.07336867600679398,0.3610784411430359
34898_0026_A_826	0.1214238777756691,0.052329111844301224,0.04460439085960388,0.04847867414355278,0.13065047562122345,0.24240365624427795
34898_0026_A_827	-0.017691904678940773,0.11019933223724365,0.026762915775179863,-0.01012121420353651,0.06773633509874344,0.2541872560977936
34898_0026_A_823	0.2022826075553894,-0.0769539475440979,0.014772219583392143,0.10410962998867035,0.12231690436601639,0.31871625781059265
34898_0026_A_822	0.09048376232385635,-0.009210970252752304,-0.04763473570346832,-0.022904235869646072,0.07178957015275955,0.3200159966945648
34898_0026_A_824	0.18844780325889587,-0.08037808537483215,0.07219826430082321,0.07919062674045563,0.117864228785038,0.31268423795700073
34898_0026_A_829	0.22898784279823303,0.116915762424469,0.07873900979757309,0.21017661690711975,0.21281994879245758,0.3551410436630249
34898_0026_A_830	0.2296438217163086,0.16805759072303772,0.06027752161026001,0.21424072980880737,0.2537136375904083,0.3633081912994385
34898_0026_A_833	0.24028804898262024,0.010634679347276688,-0.045450158417224884,-0.0038954196497797966,0.13974232971668243,0.2663194537162781
34898_0026_A_828	0.12642592191696167,-0.1140533983707428,-0.01168663240969181,0.30715951323509216,0.19195862114429474,0.3547183573246002
34898_0026_A_825	0.07001916319131851,0.029936987906694412,-0.037971481680870056,0.018358778208494186,0.10629940778017044,0.26116135716438293
34898_0024_A_791	0.22103950381278992,0.09562207758426666,-0.11209381371736526,0.17832006514072418,-0.017799697816371918,0.27982407808303833
34898_0024_A_789	0.04997343569993973,0.07143430411815643,-0.04264714568853378,0.14220069348812103,0.03668338805437088,0.12126129865646362
34898_0024_A_792	0.02121046744287014,0.03276124969124794,-0.005555504932999611,0.14384661614894867,0.11245355755090714,0.44684645533561707
34898_0024_A_795	0.10046378523111343,0.11307421326637268,-0.007732080295681953,0.06625668704509735,-0.04654865711927414,0.21453824639320374
34898_0024_A_796	0.1850343644618988,0.029702473431825638,0.08741546422243118,0.3200804889202118,0.2750551998615265,0.3817439675331116
34898_0024_A_802	0.09101355820894241,0.05158710852265358,0.11663983017206192,0.06537856161594391,-0.008913717232644558,0.23324686288833618
34898_0024_A_797	0.2086215615272522,0.044190142303705215,-0.01131327636539936,0.06168554350733757,0.0833694115281105,0.2776840329170227
34898_0024_A_801	0.14012396335601807,0.20924723148345947,0.061995990574359894,0.1439393162727356,0.33109092712402344,0.38926219940185547
34898_0025_A_805	0.13331761956214905,-0.10657376050949097,-0.031575560569763184,0.10814036428928375,0.155924990773201,0.3253592550754547
34898_0025_A_807	0.3082500100135803,0.0942879319190979,-0.10640386492013931,0.21799133718013763,0.1944374293088913,0.5318974256515503
34898_0025_A_809	0.08205515891313553,0.12424930930137634,0.04852721840143204,-0.11271615326404572,0.019624747335910797,0.40946483612060547
34898_0025_A_810	0.094118632376194,0.1202586442232132,0.06328356266021729,-0.15556304156780243,0.02774832397699356,0.4216690957546234
34898_0024_A_800	0.14855152368545532,0.19089575111865997,0.07330236583948135,0.1341531127691269,0.3385518193244934,0.3853679299354553
34898_0025_A_811	0.28569936752319336,0.10789163410663605,0.029346821829676628,0.10486884415149689,0.2653721272945404,0.5963938236236572
34898_0026_A_816	0.08618996292352676,-0.09197583794593811,0.07097174972295761,0.02017826959490776,0.0005279267206788063,0.02418452687561512
34898_0026_A_818	0.16144579648971558,0.12122347950935364,-0.010572092607617378,-0.036519307643175125,0.10172013193368912,0.3925226330757141
34898_0026_A_812	0.06929434090852737,-0.049957241863012314,0.07764052599668503,0.144157275557518,0.14189599454402924,0.12913301587104797
34898_0026_A_814	0.26487213373184204,0.2159678041934967,0.008330067619681358,-0.12681742012500763,0.18439288437366486,0.5304800271987915
34898_0026_A_820	0.16563811898231506,0.1052069365978241,-0.0075683388859033585,-0.058534909039735794,0.08293057233095169,0.3576285243034363
34898_0026_A_831	0.28852275013923645,-0.058843906968832016,-0.1595700979232788,0.17046594619750977,0.13264907896518707,0.40460121631622314
34898_0026_A_834	0.1915266513824463,0.019054029136896133,-0.05512014776468277,0.014064979739487171,0.12361041456460953,0.2286214530467987
34898_0026_A_841	0.2712867259979248,0.19146627187728882,-0.0790226086974144,0.006925535388290882,0.1344246119260788,0.4246506989002228
34898_0026_A_842	0.3236207365989685,0.21048995852470398,-0.07922504842281342,0.10442343354225159,0.04678911715745926,0.3306621015071869
34898_0026_A_835	0.16471436619758606,0.3849232792854309,0.01566079817712307,0.018327664583921432,0.11790696531534195,0.3196338415145874
34898_0026_A_837	0.26824426651000977,0.119622141122818,-0.09424641728401184,0.0429806225001812,0.17888183891773224,0.32255277037620544
34898_0026_A_839	0.15868517756462097,-0.021676640957593918,0.014875663444399834,-0.03347133472561836,0.015776194632053375,0.161848247051239
34898_0026_A_836	0.16779622435569763,0.40003421902656555,0.001784672960639,-0.006441193632781506,0.13724051415920258,0.30305588245391846
34898_0026_A_838	0.2751176953315735,0.12306073307991028,-0.07300612330436707,0.0586416982114315,0.17986182868480682,0.3134140074253082
34898_0026_A_840	0.33179718255996704,0.16462674736976624,-0.2447883039712906,0.03735293075442314,0.2209816426038742,0.2879297435283661
34898_0026_A_843	0.06471950560808182,-0.00027465447783470154,-0.08759503811597824,0.11205078661441803,0.054483987390995026,0.2117050290107727
34898_0026_A_846	0.3350534439086914,0.1399165391921997,-0.10972882062196732,0.1335044950246811,0.11296961456537247,0.5041278004646301
34898_0027_A_849	0.06598759442567825,0.015339914709329605,-0.1041887104511261,0.2615319490432739,0.22058697044849396,0.40436968207359314
34898_0027_A_852	0.17481696605682373,0.08829091489315033,0.02851460687816143,0.06481261551380157,0.09601259976625443,0.22189828753471375
34898_0027_A_853	0.17568036913871765,0.0720304548740387,0.009187115356326103,0.06728856265544891,0.1194877102971077,0.21374261379241943
34898_0027_A_856	0.15050143003463745,0.16482657194137573,-0.17626124620437622,0.031712424010038376,0.016469277441501617,0.030849279835820198
34898_0027_A_862	0.1775350570678711,-0.047682639211416245,-0.08720091730356216,0.09091410040855408,0.17041201889514923,0.18834218382835388
34898_0027_A_864	0.3814234733581543,0.27624061703681946,0.06494220346212387,-0.025709081441164017,0.007816174067556858,0.2005627155303955
34898_0027_A_863	0.313831090927124,0.3554079234600067,-0.0371357798576355,-0.1643051952123642,-0.0020336126908659935,0.1259661316871643
34898_0027_A_868	0.29843926429748535,-0.0007316730916500092,-0.02995450235903263,0.3114513158798218,0.08586535602807999,0.3027946352958679
34898_0027_A_870	0.15331485867500305,0.01875310018658638,-0.023512782528996468,0.22749370336532593,0.3459462821483612,0.3692548871040344
34898_0028_A_875	0.1167265847325325,-0.09766033291816711,-0.06248536705970764,0.42395684123039246,0.14853711426258087,0.45132315158843994
34898_0028_A_880	0.10584420710802078,0.2311570942401886,-0.02502288855612278,0.1278972178697586,0.08352813869714737,0.4994101822376251
34898_0028_A_881	0.19350537657737732,0.04558657482266426,0.037277281284332275,0.039230506867170334,0.24671222269535065,0.40508168935775757
34898_0028_A_889	0.05880174785852432,0.26569727063179016,0.0056666042655706406,-0.013330685906112194,0.015212305821478367,0.43172845244407654
34898_0028_A_886	0.06963682919740677,-0.08379670977592468,-0.027878666296601295,0.08964262902736664,0.012185641564428806,0.6374101638793945
34898_0028_A_874	0.26691925525665283,0.21046945452690125,-0.009312519803643227,-0.07423920929431915,0.2217067927122116,0.3822528123855591
34898_0028_A_884	0.1438385546207428,-0.0161304734647274,-0.012478211894631386,0.184054434299469,0.23633594810962677,0.43498170375823975
34898_0028_A_887	0.052226193249225616,-0.08221539855003357,-0.040719471871852875,0.05542665347456932,-0.017928950488567352,0.6482291221618652
34898_0026_A_844	0.11997763067483902,0.027223486453294754,-0.10810529440641403,0.10851053893566132,0.17294864356517792,0.22886648774147034
34898_0026_A_847	0.09957174211740494,-0.03356363996863365,0.04967707395553589,-0.016699571162462234,0.0643368735909462,0.21580372750759125
34898_0026_A_845	0.32433515787124634,0.07591572403907776,-0.034335434436798096,0.2179008275270462,0.20666266977787018,0.40904754400253296
34898_0027_A_850	0.3077605664730072,0.17500832676887512,-0.054195836186409,0.37510213255882263,0.38862961530685425,0.2711697518825531
34898_0027_A_851	0.12482155114412308,0.13095641136169434,-0.01652744598686695,0.02711481973528862,0.2268788069486618,0.36032140254974365
34898_0027_A_855	0.31419891119003296,0.19779089093208313,-0.08315657824277878,0.02754078432917595,0.054327525198459625,0.36455613374710083
34898_0027_A_857	0.12276602536439896,0.16213983297348022,-0.12275952845811844,0.03589082881808281,0.026945896446704865,0.02432972379028797
34898_0027_A_854	0.12664401531219482,0.10464906692504883,-0.09140680730342865,0.07944758236408234,0.18678082525730133,0.3625822365283966
34898_0027_A_859	0.2305411994457245,0.26557114720344543,0.04346214234828949,0.06603287160396576,-0.08371793478727341,0.20700868964195251
34898_0027_A_858	0.18851226568222046,0.08740752935409546,-0.08392838388681412,0.015300166793167591,0.1803261786699295,0.3198999762535095
34898_0027_A_861	0.08161751180887222,-0.03149048611521721,0.04542143642902374,0.15269844233989716,0.15086542069911957,0.21866273880004883
34898_0027_A_860	0.09965524822473526,0.009349290281534195,0.0014744903892278671,0.1107427328824997,0.12537772953510284,0.21177127957344055
34898_0027_A_866	0.3347497582435608,0.22700068354606628,0.05458568036556244,-0.14398296177387238,0.2625352442264557,0.41609323024749756
34898_0027_A_867	0.27417948842048645,-0.014129754155874252,0.13008321821689606,0.05069844052195549,0.14161397516727448,0.4951304495334625
34898_0027_A_865	0.12871575355529785,0.14842575788497925,-0.057291753590106964,-0.041258472949266434,-0.0934496745467186,0.3277975618839264
34898_0027_A_869	0.22924134135246277,0.047644246369600296,-0.06020514667034149,0.10876698791980743,0.19266216456890106,0.4237290024757385
34898_0027_A_871	0.06519479304552078,-0.04301055893301964,0.028533531352877617,0.11186602711677551,0.28383156657218933,0.20556679368019104
34898_0028_A_873	0.2581956088542938,0.21126487851142883,0.0024644192308187485,-0.04476027563214302,0.22148354351520538,0.38235247135162354
34898_0028_A_872	0.27021580934524536,0.18430358171463013,0.008571205660700798,-0.07360558211803436,0.21386729180812836,0.39236119389533997
34898_0028_A_877	0.1717955470085144,-0.04115309938788414,-0.05215656757354736,0.1007353812456131,0.1385294646024704,0.33807307481765747
34898_0028_A_879	0.0883520320057869,0.019122201949357986,-0.08600776642560959,0.0674082487821579,0.18534819781780243,0.5664013624191284
34898_0028_A_876	0.17797985672950745,-0.030994262546300888,-0.06749358028173447,0.0682978481054306,0.14802606403827667,0.3277336657047272
34898_0028_A_882	0.0645391121506691,0.16850362718105316,0.11259277164936066,-0.0020811734721064568,0.1124931052327156,0.2725010812282562
34898_0028_A_883	0.12348739057779312,0.12467372417449951,0.04199877381324768,0.008276444859802723,0.2976142168045044,0.5788111686706543
34898_0028_A_885	0.04753003269433975,-0.09184983372688293,-0.03580906242132187,0.06925378739833832,-0.003567061387002468,0.6201541423797607
34898_0028_A_888	0.09417212754487991,0.021688107401132584,0.08422111719846725,0.0025103213265538216,-0.10942032188177109,0.1327415108680725
34898_0028_A_890	0.0450231209397316,0.05256873741745949,0.059176959097385406,-0.02974020317196846,0.04640645533800125,0.1381247341632843
34898_0028_A_891	0.22577357292175293,0.2568820118904114,-0.006669620051980019,-0.08627589046955109,-0.05608885735273361,0.35404083132743835
34898_0028_A_895	0.17388677597045898,-0.022578444331884384,-0.005402484908699989,0.0545106939971447,0.2149224430322647,0.2653096914291382
34898_0028_A_897	0.1425425112247467,0.08025506138801575,0.01983584277331829,0.16909492015838623,0.04345036298036575,0.2144976258277893
34898_0028_A_899	0.2968082129955292,0.1922507882118225,-0.04755881428718567,0.04777595028281212,0.09389618784189224,0.27242717146873474
34898_0028_A_898	0.16872167587280273,-0.04314428195357323,-0.149131640791893,0.1769755482673645,0.10136575251817703,0.23830106854438782
34898_0028_A_903	0.2169727385044098,0.028451208025217056,0.08801527321338654,0.048629071563482285,0.08383340388536453,0.5012304186820984
34898_0028_A_904	0.20092913508415222,0.05824071541428566,0.08635234087705612,0.0676824301481247,0.11163768917322159,0.5187885761260986
34898_0028_A_906	0.09812105447053909,-0.05305933579802513,-0.07900167256593704,0.10947959125041962,0.29090616106987,0.2694757580757141
34898_0028_A_908	0.13630598783493042,0.14706575870513916,0.020856743678450584,-0.06537012755870819,0.2575240433216095,0.27739301323890686
34898_0028_A_914	0.13514962792396545,0.22228023409843445,0.08221819251775742,-0.0014982400462031364,0.3626408576965332,0.6958085298538208
34898_0028_A_917	0.09922320395708084,0.1142488420009613,0.10751662403345108,0.11313147842884064,0.5686087012290955,0.5324206352233887
34898_0028_A_918	0.23639962077140808,0.08343029022216797,-0.0464290976524353,0.003797990269958973,0.07918751984834671,0.17122799158096313
34898_0028_A_916	0.2166256308555603,0.04884273186326027,-0.04050718992948532,0.0015155794098973274,0.3060706853866577,0.39986157417297363
34898_0028_A_919	0.019909685477614403,0.15975843369960785,0.17277571558952332,0.0520545057952404,0.10246250778436661,0.2720310389995575
34898_0028_A_923	0.10992784053087234,0.131186380982399,-0.05496279150247574,0.04849148914217949,0.11564866453409195,0.26109805703163147
34898_0028_A_927	0.16245806217193604,0.04072326794266701,0.004764718934893608,0.02873031422495842,0.3495824337005615,0.5370675325393677
34898_0028_A_925	0.2540460526943207,0.12961021065711975,0.05326143652200699,0.15005744993686676,0.45903074741363525,0.743767499923706
34898_0028_A_929	0.14577007293701172,0.051499683409929276,0.0009971018880605698,0.02138541266322136,0.31526467204093933,0.5149100422859192
34898_0028_A_930	0.1791086494922638,0.15006276965141296,0.09017171710729599,0.08164514601230621,0.28103384375572205,0.6016502976417542
34898_0028_A_934	0.18780750036239624,0.05896884575486183,0.02612457238137722,0.06696522235870361,-0.04102858155965805,0.2458743155002594
34898_0028_A_936	0.27766457200050354,0.10928890109062195,0.11351186782121658,0.06878365576267242,0.33291611075401306,0.6818758249282837
34898_0028_A_894	0.16885846853256226,-0.05193715915083885,-0.012201221659779549,0.07249690592288971,0.20357371866703033,0.25656524300575256
34898_0028_A_900	0.22317740321159363,0.06851354241371155,-0.02504502423107624,0.12242579460144043,0.1656591147184372,0.3881010115146637
34898_0028_A_913	0.14203035831451416,0.15969029068946838,-0.1024077981710434,0.14672116935253143,0.058364398777484894,0.3193075358867645
34898_0028_A_911	0.06550691276788712,0.10984256863594055,0.037262484431266785,0.02125982567667961,0.19508694112300873,0.23469758033752441
34898_0028_A_921	0.22469311952590942,0.061307597905397415,-0.04986436665058136,0.06665380299091339,0.01933220773935318,0.23495793342590332
34898_0028_A_933	0.2967599928379059,0.19482190907001495,0.04644510895013809,0.1013946682214737,0.3225986361503601,0.5342367887496948
34898_0028_A_935	0.2880535423755646,0.13917101919651031,0.10046690702438354,0.049447547644376755,0.30063995718955994,0.6899463534355164
34898_0028_A_893	0.08505291491746902,0.09634049236774445,-0.01367284543812275,0.036217596381902695,0.25167328119277954,0.4377388656139374
34898_0028_A_892	0.03615490347146988,0.1565704047679901,0.035967662930488586,-0.12770067155361176,-0.06190788000822067,0.1328435242176056
34898_0028_A_896	0.1707421839237213,-0.030921485275030136,-0.11955636739730835,0.1869693249464035,0.21094070374965668,0.24794849753379822
34898_0028_A_901	0.22192975878715515,0.3055689036846161,-0.007818514481186867,-0.05206255987286568,0.3568808138370514,0.4822764992713928
34898_0028_A_902	-0.12312867492437363,0.042373690754175186,0.02463093213737011,-0.1821962147951126,-0.12522874772548676,0.3103525936603546
34898_0028_A_905	0.20509803295135498,0.023306328803300858,0.09996726363897324,0.06713251769542694,0.08385325223207474,0.49694210290908813
34898_0028_A_909	0.07101491838693619,-0.03505023941397667,0.013851134106516838,0.10137714445590973,0.1537444144487381,0.5478028059005737
34898_0028_A_907	0.21602627635002136,0.14029698073863983,-0.021430546417832375,0.16678489744663239,0.29921820759773254,0.606826663017273
34898_0028_A_912	0.2640937566757202,0.3874945342540741,-0.18950870633125305,0.015530061908066273,0.0545368567109108,0.4358487129211426
34898_0028_A_910	0.26103729009628296,-0.004064615815877914,-0.12859812378883362,0.12156416475772858,0.3039214611053467,0.6036539077758789
34898_0028_A_915	0.20909109711647034,0.033766184002161026,-0.03446481376886368,-0.011071103624999523,0.2864287495613098,0.39141905307769775
34898_0028_A_926	0.1606595814228058,0.03930862620472908,0.00011456571519374847,0.011414033360779285,0.3227035701274872,0.5255810022354126
34898_0028_A_928	0.14413601160049438,0.046228352934122086,-0.013440856710076332,0.03240479156374931,0.3252139091491699,0.5267834663391113
34898_0028_A_931	0.12187520414590836,0.10269671678543091,0.04091046750545502,0.049155306071043015,0.20108111202716827,0.5041531920433044
34898_0028_A_932	0.12217722088098526,0.005890924483537674,-0.06718437373638153,-0.02339382842183113,0.05423031002283096,0.347710520029068
34898_0030_A_942	0.0973610058426857,0.08271484076976776,-0.09188733994960785,0.07433217763900757,0.021530337631702423,0.21296972036361694
34898_0030_A_947	0.15227049589157104,0.2035350799560547,0.036913737654685974,0.2561062276363373,0.25801143050193787,0.4487191438674927
34898_0030_A_950	0.19089576601982117,-0.012684967368841171,-0.21981309354305267,0.41184350848197937,0.18459026515483856,0.3284361660480499
34898_0030_A_955	0.30687230825424194,0.018228594213724136,-0.053816646337509155,0.16545751690864563,0.32505980134010315,0.5586555004119873
34898_0030_A_959	0.09475655108690262,0.23073402047157288,0.06014782190322876,0.0606430284678936,0.24403421580791473,0.3728732168674469
34898_0030_A_962	0.19794052839279175,-0.06598508358001709,-0.02573656477034092,0.18189091980457306,0.14499671757221222,0.33830147981643677
34898_0030_A_963	0.22051167488098145,0.21706825494766235,0.007788723334670067,0.18409357964992523,0.42167118191719055,0.6127243041992188
34898_0030_A_965	0.24984395503997803,-0.05232391878962517,-0.27226486802101135,0.3350042700767517,0.36612483859062195,0.5674766302108765
